paper_id,title,area,venue,citation_1y_baseline,author_count,venue_prestige,abstract_length,concept_count,actual_volume,predicted_volume,predicted_volume_raw,single_call_volume,actual_velocity,predicted_velocity,predicted_velocity_raw,single_call_velocity,actual_reach,predicted_reach,predicted_reach_raw,single_call_reach,actual_depth,predicted_depth,predicted_depth_raw,single_call_depth,actual_disruption,predicted_disruption,predicted_disruption_raw,single_call_disruption,actual_translation,predicted_translation,predicted_translation_raw,single_call_translation,linear_volume,linear_velocity,linear_reach,linear_depth,linear_disruption,linear_translation
https://openalex.org/W2896457183,AI-Assisted Pipeline for Dynamic Generation of Trustworthy Health Supplement Content at Scale,cs,DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),1729,2,1,127,12,40703,67,1015.333,64,1729,62,358.155,60,483,58,18.125,57,175,46,46.0,47,-0.5166666666666667,52,0.04,52,9,22,4.972,27,10075.407248932948,1728.9999999999989,1648.6190604302874,608.9938866575445,-5.123057885073306,-618.2495465613207
https://openalex.org/W2808519136,Crowd Counting using Deep Recurrent Spatial-Aware Network,cs,,51,5,0,194,12,189,76,1348.251,71,51,83,690.423,77,386,52,16.25,52,60,50,50.0,50,-0.9333333333333333,52,0.04,52,5,22,4.972,27,1402.2599221101232,50.99999999999997,398.1957072320806,48.33146104849553,-0.4366329373176887,29.10029381389513
https://openalex.org/W2792643794,Deep Learning using Rectified Linear Units (ReLU),cs,arXiv (Cornell University),84,1,1,216,12,2251,54,624.922,53,84,44,165.561,45,833,65,20.312,62,77,59,59.0,58,0.21666666666666667,46,-0.08,47,29,34,13.241,37,1163.6010466988503,84.0,375.53614321886914,81.74746551009655,-0.5050912597465791,32.93639507152817
https://openalex.org/W2886641317,"Conceptual Captions: A Cleaned, Hypernymed, Image Alt-text Dataset For Automatic Image Captioning",cs,,47,4,0,68,12,1478,58,733.927,57,47,61,345.288,59,371,68,21.25,65,105,33,33.0,37,-0.7833333333333333,46,-0.08,47,5,22,4.972,27,632.0575072149734,47.00000000000011,555.3108392529921,88.87357465936579,-0.979031897394194,52.70966551806931
https://openalex.org/W2903285529,Practical Text Classification With Large Pre-Trained Language Models,cs,arXiv (Cornell University),7,4,1,238,12,40,77,1388.494,72,7,78,600.347,73,252,64,20.0,61,7,52,52.0,52,-0.25,68,0.36,65,1,22,4.972,27,-380.74665594799717,7.000000000000169,426.3496560095736,63.308377279994886,-0.3373285973997908,39.27879425123439
https://openalex.org/W2964277374,Learning a Single Convolutional Super-Resolution Network for Multiple Degradations,cs,,128,3,0,164,12,1011,56,678.208,55,128,54,262.467,53,409,58,18.125,57,103,44,44.0,45,-1.0,46,-0.08,47,5,22,4.972,27,3244.1868077795084,128.0000000000001,433.78522129842213,65.23080875157548,-0.5227831478170999,27.981886567054904
https://openalex.org/W2964189376,DiSAN: Directional Self-Attention Network for RNN/CNN-Free Language Understanding,cs,Proceedings of the AAAI Conference on Artificial Intelligence,200,6,3,191,12,704,96,2280.606,88,200,100,1050.0,91,561,58,18.125,57,101,57,57.0,56,-0.7666666666666667,78,0.56,73,9,22,4.972,27,3404.6130490919772,199.99999999999972,550.18733618121,125.5646985838942,-0.4265299012709538,92.01676450245634
https://openalex.org/W2962818281,Black-Box Generation of Adversarial Text Sequences to Evade Deep Learning Classifiers,cs,,44,4,0,158,12,572,54,624.922,54,44,50,220.735,51,431,58,18.125,57,84,39,39.0,42,-0.6833333333333333,58,0.16,57,9,22,4.972,27,1041.8118090201522,43.99999999999997,433.79662039710615,61.66712295711015,-0.6030563253602499,32.681753192339954
https://openalex.org/W2788810909,Targeted Aspect-Based Sentiment Analysis via Embedding Commonsense Knowledge into an Attentive LSTM,cs,Proceedings of the AAAI Conference on Artificial Intelligence,129,3,3,138,12,575,81,1556.078,75,129,92,870.386,84,478,58,18.125,57,132,44,44.0,45,-0.7666666666666667,79,0.58,74,3,22,4.972,27,1008.062831868169,128.99999999999966,662.720842553376,149.24018816281065,-0.6597933820677677,105.49107076961445
https://openalex.org/W2888329843,Dissecting Contextual Word Embeddings: Architecture and Representation,cs,,92,4,0,168,12,402,57,705.762,56,92,44,165.561,45,541,58,18.125,57,66,54,54.0,53,-0.7333333333333333,68,0.36,65,13,22,4.972,27,2360.9451538611856,92.00000000000001,410.4534759963343,62.849296004023486,-0.5532683037397073,29.06370267830138
https://openalex.org/W2781821160,Development and evaluation of a deep learning model for protein–ligand binding affinity prediction,bio,Bioinformatics,37,3,1,156,12,571,60,792.101,58,37,57,296.42,56,345,60,18.75,58,127,56,56.0,55,-0.8166666666666667,66,0.32,63,113,40,19.086,42,69.80797066910577,36.99999999999987,504.60121966727786,87.19080830248205,-0.6050430615692113,39.50947483269482
https://openalex.org/W2794004073,DeepSol: a deep learning framework for sequence-based protein solubility prediction,bio,Bioinformatics,24,6,1,162,12,197,64,915.893,61,24,67,426.44,64,547,67,20.938,64,98,46,46.0,47,-0.4166666666666667,67,0.34,64,44,38,17.006,40,-108.63384227366896,23.999999999999982,471.33263458234507,75.58792324553684,-0.6206943710087849,50.323187822166474
https://openalex.org/W2906946803,DeepPhos: prediction of protein phosphorylation sites with deep learning,bio,Bioinformatics,10,5,1,171,12,169,55,651.262,54,10,49,210.926,49,457,73,22.812,69,81,56,56.0,55,-0.5166666666666667,60,0.2,58,24,30,9.991,34,-459.78892258206906,9.999999999999973,471.90430175518696,76.79757772106501,-0.5784429342516799,48.509836441985904
https://openalex.org/W2804651207,ComplexContact: a web server for inter-protein contact prediction using deep learning,bio,Nucleic Acids Research,20,7,1,118,12,139,46,435.657,47,20,38,119.043,40,477,67,20.938,64,67,37,37.0,39,-0.6,54,0.08,53,45,37,16.016,39,-329.34289921592654,19.9999999999999,515.5752824819884,89.1928606078836,-0.7938151616409836,59.41940488999778
https://openalex.org/W2887029338,Prediction of 8-state protein secondary structures by a novel deep learning architecture,bio,BMC Bioinformatics,13,3,1,209,12,133,76,1348.251,71,13,87,767.552,80,452,66,20.625,63,39,49,49.0,49,-0.5333333333333333,59,0.18,57,60,30,9.991,34,-354.6716742043591,13.000000000000075,444.0636150567149,75.24034041476983,-0.4245252694037429,37.05043827728778
https://openalex.org/W2807818025,DeepFam: deep learning based alignment-free method for protein family modeling and prediction,bio,Bioinformatics,12,4,1,235,12,121,63,884.008,61,12,73,517.209,69,442,67,20.938,64,45,40,40.0,42,-0.13793103448275862,58,0.16,57,29,30,9.991,34,-266.6143121336513,11.99999999999998,415.6143952583814,61.78746756273304,-0.35589878121631635,37.53019900776978
https://openalex.org/W2793344725,A Deep Learning Framework for Robust and Accurate Prediction of ncRNA-Protein Interactions Using Evolutionary Information,bio,Molecular Therapy — Nucleic Acids,37,6,1,199,12,135,62,852.749,60,37,70,470.609,66,449,67,20.938,64,58,57,57.0,56,-0.6,46,-0.08,47,25,49,30.132,49,325.4928722674167,36.999999999999865,441.39197445335066,66.13124058973972,-0.46978226689476843,45.52866616602809
https://openalex.org/W2894436452,DeepNitro: Prediction of Protein Nitration and Nitrosylation Sites by Deep Learning,bio,Genomics Proteomics & Bioinformatics,11,11,1,238,12,88,58,733.927,57,11,55,273.53,54,473,67,20.938,64,63,40,40.0,42,-0.4090909090909091,52,0.04,52,12,37,16.016,39,-95.49953575919426,11.000000000000043,353.4176449982597,22.361632427591303,-0.3293820930061897,63.40271020182789
https://openalex.org/W2900903885,DeepCrystal: a deep learning framework for sequence-based protein crystallization prediction,bio,Bioinformatics,9,6,1,244,12,46,58,733.927,57,9,56,284.847,55,289,67,20.938,64,19,48,48.0,48,-0.6170212765957447,51,0.02,51,19,48,28.766,48,-246.92726238663727,8.999999999999986,409.46178639231044,52.611590745053206,-0.29428904393507604,40.76040106117048
https://openalex.org/W2808071711,Protein–Protein Interactions Prediction via Multimodal Deep Polynomial Network and Regularized Extreme Learning Machine,bio,IEEE Journal of Biomedical and Health Informatics,7,7,1,186,12,39,54,624.922,53,7,52,241.1,52,255,70,21.875,66,31,47,47.0,48,-0.3333333333333333,52,0.04,52,17,42,21.301,43,-431.5745491179273,7.000000000000129,463.24390174588643,67.07536379330546,-0.54110752258859,51.124954419570265
https://openalex.org/W2901005646,Machine Learning-Assisted Discovery of Solid Li-Ion Conducting Materials,materials,Chemistry of Materials,12,6,1,305,12,254,52,574.047,52,12,43,157.215,44,496,60,18.75,58,91,51,51.0,51,-0.45,46,-0.08,47,119,56,40.692,55,-34.49370541733424,11.999999999999861,319.71119404179194,20.797284435357483,-0.03240890059406354,15.305614335970049
https://openalex.org/W2885048850,Can machine learning identify the next high-temperature superconductor? Examining extrapolation performance for materials discovery,materials,Molecular Systems Design & Engineering,19,12,1,11,10,214,46,435.657,47,19,38,119.043,40,550,60,18.75,58,59,35,35.0,38,-0.36666666666666664,46,-0.08,47,116,36,15.058,39,-438.6480929543425,18.999999999999748,404.26100903299687,85.9114789121496,-0.624602104839135,21.83718596637572
https://openalex.org/W2905677664,Machine learning in materials design and discovery: Examples from the present and suggestions for the future,materials,Physical Review Materials,18,2,1,125,12,150,45,414.637,46,18,37,112.11,39,622,60,18.75,58,64,41,41.0,43,-0.6,46,-0.08,47,118,37,16.016,39,-558.9453844163249,18.00000000000011,508.0657198585252,109.25397526671792,-0.7537610309566394,36.63461065459313
https://openalex.org/W2902914368,Machine-learning-accelerated high-throughput materials screening: Discovery of novel quaternary Heusler compounds,materials,Physical Review Materials,9,6,1,228,12,93,55,651.262,55,9,53,251.658,53,445,72,22.5,68,43,54,54.0,53,-0.8494623655913979,52,0.04,52,93,36,15.058,39,-291.8931830301285,8.999999999999948,414.24465013668987,56.1138197689599,-0.34581906066041634,38.50437607388917
https://openalex.org/W2883583109,Inverse molecular design using machine learning: Generative models for matter engineering,materials,Science,150,2,3,129,12,1541,59,762.706,57,150,53,251.658,52,593,67,20.938,64,207,48,48.0,48,-0.8,46,-0.08,47,112,40,19.086,42,1244.295156005307,149.99999999999991,638.9452279663152,127.35631125851705,-0.6785829542792778,60.946506727155096
https://openalex.org/W2904036058,Machine Learning Based Approaches to Accelerate Energy Materials Discovery and Optimization,materials,ACS Energy Letters,2,6,1,338,12,27,61,822.114,59,2,50,220.735,50,228,60,18.75,58,25,42,42.0,43,0.18518518518518517,52,0.04,52,24,30,9.991,34,-187.39452351417776,1.9999999999999543,342.2110139514106,19.351744516896844,-0.024197181994713546,27.605250323736612
https://openalex.org/W2907087539,"Machine Learning for Novel Thermal-Materials Discovery: Early Successes, Opportunities, and Challenges",materials,ES Energy & Environments,3,6,1,125,7,24,47,457.257,48,3,39,126.207,41,266,60,18.75,58,21,37,37.0,39,0.75,52,0.04,52,22,36,15.058,39,1372.4935263551492,3.000000000000249,73.38522631682326,-60.04739405570237,2.677241795076137,126.96297044362143
https://openalex.org/W2788500979,Accelerated discovery of metallic glasses through iteration of machine learning and high-throughput experiments,materials,Science Advances,96,7,3,249,12,464,64,915.893,61,96,57,296.42,56,625,67,20.938,64,110,47,47.0,48,-0.35,51,0.02,51,118,37,16.016,39,550.8101963397753,96.0,454.8739682929466,88.04261884370203,-0.28749192376993715,54.832464184809666
https://openalex.org/W2887965975,Machine learning-assisted discovery of many new solid Li-ion conducting materials,materials,arXiv (Cornell University),1,6,1,274,11,5,51,549.507,51,1,42,149.108,43,76,60,18.75,58,4,51,51.0,51,1.0,46,-0.08,47,4,56,40.692,55,-190.52013558742465,1.000000000000057,362.6472984586048,29.083466362670862,-0.01004798029171905,35.72919407542069
https://openalex.org/W2884258597,How To Optimize Materials and Devices <i>via</i> Design of Experiments and Machine Learning: Demonstration Using Organic Photovoltaics,materials,ACS Nano,31,7,1,153,12,263,47,457.257,48,31,39,126.207,41,638,60,18.75,58,83,38,38.0,40,-0.25,46,-0.08,47,114,30,9.991,34,64.99762858961913,30.99999999999999,466.21731538605076,75.65921803887564,-0.6778121944244839,47.630228193941775
